item_id,title_snapshot,country,material,year,grade,cert_company,cap_judgment,marketing_status,cap_bid_limit_usd,estimated_sell_price_jpy,expected_profit_jpy,expected_roi_pct,yahoo_ref_title,yahoo_ref_price_jpy,evidence_status,comparison_type,cap_comment,url,updated_at
noble_141_2026_apr_1968,"Mauritius, Elizabeth II, proof piedfort 1000 dollars, 1981, Royal Wedding (KM P.2). FDC.",MU,gold,1981,,,CEO_CHECK,MARKETING_REVIEW,2626.1,570000,76950,17.6,,505000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1968 Est AUD6000 (sell=570000jpy). bl=2626USD. profit=76,950jpy ROI=17.6%. TYPE_ONLY: Commonwealth Royal Wedding gold vs EII sovereign ref",https://www.numisbids.com/sale/10505/lot/1968,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_2013,"South Africa, Republic, krugerrand, 1974 (KM.73). Uncirculated.",ZA,gold,1974,,,CEO_CHECK,MARKETING_REVIEW,2626.1,570000,76950,17.6,,1450000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 2013 Est AUD6000 (sell=570000jpy). bl=2626USD. profit=76,950jpy ROI=17.6%. TYPE_ONLY: SA Krugerrand 1oz vs Peru gold ref (no KR ref in DB)",https://www.numisbids.com/sale/10505/lot/2013,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_2014,"South Africa, Republic, krugerrand, 1981 (KM.73). Uncirculated.",ZA,gold,1981,,,CEO_CHECK,MARKETING_REVIEW,2626.1,570000,76950,17.6,,1450000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 2014 Est AUD6000 (sell=570000jpy). bl=2626USD. profit=76,950jpy ROI=17.6%. TYPE_ONLY: SA Krugerrand 1oz vs Peru gold ref (no KR ref in DB)",https://www.numisbids.com/sale/10505/lot/2014,2026-04-03T18:06:16.983349+00:00
spink_css123_hk_2026_apr_1472,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2012, ""Chinese Bronze Ware - Series...",UNKNOWN,gold,2012,,,CEO_CHECK,MARKETING_REVIEW,1339.5,292500,39487,17.6,【高鑑定品】【本物】2014 China 中国 パンダ 10元 First Releases Ag.999 純銀 30g 銀貨 NGC MS70,29800,スラブ未確認,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Spink lot 1472 Est HK10k-15k (sell=292500jpy). bl=1339USD. profit=39,487jpy ROI=17.6%",https://www.numisbids.com/sale/10494/lot/1472,2026-04-03T17:55:44.339787+00:00
noble_141_2026_apr_1868,"Austria, Franz Joseph, proof four ducats, 1915 restrike (KM.2267). Surface marks, uncirculated.",AT,gold,1915,,,CEO_CHECK,MARKETING_REVIEW,1128.5,247000,33345,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1868 Est AUD2600 (sell=247000jpy). bl=1128USD. profit=33,345jpy ROI=17.6%. TYPE_ONLY: Austria 4duc vs 1duc PR69DCAM ref",https://www.numisbids.com/sale/10505/lot/1868,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1869,"Austria, Franz Jospeh, four ducats, 1915 restrike (KM.2276). Extremely fine/good extremely fine.",AT,gold,1915,,,CEO_CHECK,MARKETING_REVIEW,1040.4,228000,30780,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1869 Est AUD2400 (sell=228000jpy). bl=1040USD. profit=30,780jpy ROI=17.6%. TYPE_ONLY: Austria 4duc vs 1duc PR69DCAM ref",https://www.numisbids.com/sale/10505/lot/1869,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1871,"Austria, Franz Joseph, 100 corona 1915 restrike (KM 2819). Uncirculated.",AT,gold,1915,,,CEO_CHECK,MARKETING_REVIEW,2846.3,617500,83362,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1871 Est AUD6500 (sell=617500jpy). bl=2846USD. profit=83,362jpy ROI=17.6%. TYPE_ONLY: Austria 100corona vs 1duc ref",https://www.numisbids.com/sale/10505/lot/1871,2026-04-03T18:03:05.794905+00:00
spink_css123_hk_2026_apr_1473,"People's Republic of China, a pair of gold proof 100 yuan and silver piedford proof 20 yuan, 2012, ""Sacred Buddist...",UNKNOWN,gold,2012,,,CEO_CHECK,MARKETING_REVIEW,1339.5,292500,39487,17.6,【高鑑定品】【本物】2014 China 中国 パンダ 10元 First Releases Ag.999 純銀 30g 銀貨 NGC MS70,29800,スラブ未確認,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Spink lot 1473 Est HK10k-15k (sell=292500jpy). bl=1339USD. profit=39,487jpy ROI=17.6%",https://www.numisbids.com/sale/10494/lot/1473,2026-04-03T17:55:44.339787+00:00
noble_141_2026_apr_1873,"Austria, Republic, 100 schilling 1927 (KM.2842). Nearly uncirculated.",AT,gold,1927,,,CEO_CHECK,MARKETING_REVIEW,1745.2,380000,51300,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1873 Est AUD4000 (sell=380000jpy). bl=1745USD. profit=51,300jpy ROI=17.6%. TYPE_ONLY: Austria 100sch vs 1duc ref",https://www.numisbids.com/sale/10505/lot/1873,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1874,"Austria, Republic, 100 schilling, 1929 (KM.2842). Nearly uncirculated.",AT,gold,1929,,,CEO_CHECK,MARKETING_REVIEW,1745.2,380000,51300,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1874 Est AUD4000 (sell=380000jpy). bl=1745USD. profit=51,300jpy ROI=17.6%. TYPE_ONLY: Austria 100sch vs 1duc ref",https://www.numisbids.com/sale/10505/lot/1874,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1875,"Austria, Republic, 100 schilling, 1931 (KM.2842). Nearly uncirculated.",AT,gold,1931,,,CEO_CHECK,MARKETING_REVIEW,1745.2,380000,51300,17.6,,131000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1875 Est AUD4000 (sell=380000jpy). bl=1745USD. profit=51,300jpy ROI=17.6%. TYPE_ONLY: Austria 100sch vs 1duc ref",https://www.numisbids.com/sale/10505/lot/1875,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1881,"Bermuda, Elizabeth II, proof piedfort 250 dollars 1981, Royal Wedding (KM P.1). FDC",GB,gold,1981,,,CEO_CHECK,MARKETING_REVIEW,2626.1,570000,76950,17.6,,505000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1881 Est AUD6000 (sell=570000jpy). bl=2626USD. profit=76,950jpy ROI=17.6%. TYPE_ONLY: Commonwealth gold proof vs UK sovereign",https://www.numisbids.com/sale/10505/lot/1881,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1882,"Bermuda, Elizabeth II, proof piedfort 250 dollars, 1981, Royal Wedding (KM P.1). FDC",GB,gold,1981,,,CEO_CHECK,MARKETING_REVIEW,2626.1,570000,76950,17.6,,505000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1882 Est AUD6000 (sell=570000jpy). bl=2626USD. profit=76,950jpy ROI=17.6%. TYPE_ONLY: Commonwealth gold proof vs UK sovereign",https://www.numisbids.com/sale/10505/lot/1882,2026-04-03T18:03:05.794905+00:00
noble_141_2026_apr_1904,"France, Republic, twenty francs, 1906, 1907, 1908 and 1913 (KM.857). Good extremely fine. (4)",FR,gold,1906,,,CEO_CHECK,MARKETING_REVIEW,2185.6,475000,64125,17.6,,250000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1904 Est AUD5000 (sell=475000jpy). bl=2186USD. profit=64,125jpy ROI=17.6%. TYPE_ONLY: France 20fr Republic vs Napoleon I ref",https://www.numisbids.com/sale/10505/lot/1904,2026-04-03T18:03:05.794905+00:00
spink_css123_hk_2026_apr_1477,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2014, ""Bronze Ware Series III -...",UNKNOWN,gold,2014,,,CEO_CHECK,MARKETING_REVIEW,1339.5,292500,39487,17.6,【高鑑定品】【本物】2014 China 中国 パンダ 10元 First Releases Ag.999 純銀 30g 銀貨 NGC MS70,29800,スラブ未確認,GRADE_DELTA,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Spink lot 1477 Est HK10k-15k (sell=292500jpy). bl=1339USD. profit=39,487jpy ROI=17.6%",https://www.numisbids.com/sale/10494/lot/1477,2026-04-03T17:55:44.339787+00:00
noble_141_2026_apr_1983,"Rhodesia, Elizabeth II, proof three coin set 1966, ten shillings, one pound and five pounds (KM.PS3). FDC",ZW,gold,1966,,,CEO_CHECK,MARKETING_REVIEW,3947.4,855000,115425,17.6,,505000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1983 Est AUD9000 (sell=855000jpy). bl=3947USD. profit=115,425jpy ROI=17.6%. TYPE_ONLY: UK Commonwealth gold vs EII sovereign ref",https://www.numisbids.com/sale/10505/lot/1983,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_1971,"Mexico, Republic, fifty pesos 1947 restrike (KM 481). Nearly uncirculated.",MX,gold,1947,,,CEO_CHECK,MARKETING_REVIEW,3507.0,760000,102600,17.6,,1450000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1971 Est AUD8000 (sell=760000jpy). bl=3507USD. profit=102,600jpy ROI=17.6%. TYPE_ONLY: Mexico 50 pesos gold vs Peru 100 sol gold ref (no MX ref)",https://www.numisbids.com/sale/10505/lot/1971,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_2010,"South Africa, Republic, proof one and two rand sets, 1976, 1977, 1979 and 1982 (KM.PS98, 101, 107, 118). In SAM cases.",ZA,gold,1976,,,CEO_CHECK,MARKETING_REVIEW,3507.0,760000,102600,17.6,,1450000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 2010 Est AUD8000 (sell=760000jpy). bl=3507USD. profit=102,600jpy ROI=17.6%. TYPE_ONLY: SA gold rand sets vs Peru gold ref",https://www.numisbids.com/sale/10505/lot/2010,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_1984,"Rhodesia, .750 (18 carat) fine gold medal, 1965, Ian Smith (38mm), set in clip surround (54.33g).",ZW,gold,1965,,,CEO_CHECK,MARKETING_REVIEW,3286.7,712500,96187,17.6,,505000,TYPE_ONLY参照,TYPE_ONLY,"[CEO_CHECK Rule2 GOLD/WORLD/2026-04-04] Noble141 lot 1984 Est AUD7500 (sell=712500jpy). bl=3287USD. profit=96,187jpy ROI=17.6%. TYPE_ONLY: Rhodesia gold medal vs UK Commonwealth ref",https://www.numisbids.com/sale/10505/lot/1984,2026-04-03T18:06:16.983349+00:00
noble_141_2026_apr_2015,"South Africa, Republic, proof two coin sets, 1/10 and 1/4 krugerrand, 1982 and 1984. In SAM case, FDC. (2 sets)",South Africa,gold,1982,,,CEO_CHECK,MARKETING_REVIEW,6706.1,1450000,193000,17.4,"ペルー金貨 TYPE_ONLY参照 ¥1,450,000",1450000,READY,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: SA krugerrand proof sets (1982+1984) 1/10+1/4oz×2セット。Noble見積AUD4,000(¥380,000)<<BL¥1,005,909($6706.1)。有効。金急騰→CEO_CHECK。",https://www.numisbids.com/sale/10505/lot/2015,2026-04-03T19:17:03.770127+00:00
noble_141_2026_apr_586,"Mexico, Charles III, gold eight escudos, 1780 FF, Mexico City Mint (KM.156.2). Mirror-like fields, unmarked surfaces,...",DE,gold,1780,,,CEO_CHECK,MARKETING_REVIEW,6131.2,1326000,176260,17.3,"Chile 8 escudos 1787 MS62 1,326k",1326000,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: Mexico Charles III 8 escudos 1780 FF Mexico City vs Chile 8 escudos 1787 MS62 1,326k. Noble 141 Apr2026. BL=$6131.2. Gold spike->CEO_CHECK.",https://www.numisbids.com/sale/10505/lot/586,2026-04-03T20:08:04.0148+00:00
noble_141_2026_apr_1008,"George V, 1931, 1936 (2). Extremely fine or better. (3)",UNKNOWN,gold,1931,,,CEO_CHECK,MARKETING_REVIEW,3875.1,839400,110569,17.1,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1931/1936 sovereigns x3 vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$3875.1. Gold spike->CEO_CHECK. 3x sell=839,400.",https://www.numisbids.com/sale/10505/lot/1008,2026-04-03T20:02:17.777887+00:00
noble_141_2026_apr_1008,"George V, 1931, 1936 (2). Extremely fine or better. (3)",UNKNOWN,gold,1931,,,CEO_CHECK,MARKETING_REVIEW,3875.1,839400,110569,17.1,AU sovereign George V 1916M PCGS MS64 279k,279800,PRICE_NEEDED,TYPE_ONLY,"[CAP 2026-04-04] TYPE_ONLY: George V 1931/1936 sovereigns x3 vs AU George V 1916M MS64 279,800. Noble 141 Apr2026. BL=$3875.1. Gold spike->CEO_CHECK. 3x sell=839,400.",https://www.numisbids.com/sale/10505/lot/1008,2026-04-03T20:02:17.777887+00:00
noble_141_2026_apr_480,"Papua New Guinea, mint gold 100 kina, 1976 and 1979. In packs of issue, uncirculated. (2)",GB,gold,1976,,,CEO_CHECK,MARKETING_REVIEW,2959.9,642000,83920,17.0,PNG 100 kina 2020 PR70 321k,321000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PNG mint gold 100 kina 1976 and 1979 (2 coins) vs PNG 100 kina 2020 PR70 321k. Noble 141 Apr2026. BL=$2959.9. Gold spike->CEO_CHECK.,https://www.numisbids.com/sale/10505/lot/480,2026-04-03T20:08:04.0148+00:00
spink_css123_hk_2026_apr_1474,"People's Republic of China, a pair of gold proof 100 yuan and silver proof 10 yuan, 2013, ""Bronze Ware Series II, wine...",UNKNOWN,gold,2013,,,CEO_CHECK,MARKETING_REVIEW,2440.6,530000,68800,16.9,PRC 100yuan Panda 1988 NGC MS69 530k,530000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: PRC gold proof 100 yuan silver pair vs PRC 100yuan 1988 NGC MS69 530k. Spink CSS123 HK Apr2026. BL=. PRC gold JP demand exists->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/sale/10494/lot/1474,2026-04-03T20:05:10.906687+00:00
heritage_hk_spring_world_2026_apr_25172,"China: Taiwan. Republic gold ""Centennial of Sun Yat-Sen's
Birth"" 2000 Yuan Year 54 (1965) MS65 NGC,",UNKNOWN,gold,2000,MS65,NGC,CEO_CHECK,MARKETING_REVIEW,2491.6,541000,70285,16.9,Taiwan 2000 yuan YR60 NGC MS66 541k,541000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Taiwan 2000 yuan 1965 Centennial Sun Yat-Sen NGC MS65 vs Taiwan 2000 yuan YR60 MS66 541k. Heritage HK Spring 61610 Apr2026. BL=$2491.6. Taiwan commemorative gold JP demand uncertain->CEO_CHECK.,https://coins.ha.com/itm/china/taiwan/china-taiwan-republic-gold-centennial-of-sun-yat-sen-s-birth-2000-yuan-year-54-1965-ms65-ngc-/a/61610-25172.s?ic4=ListView-ShortDescription-071515,2026-04-03T20:03:36.692799+00:00
noble_141_2026_apr_2039,"USA, twenty dollars or double eagle, 1904, Liberty Head. Mint lustre.",USA,gold,1904,,,CEO_CHECK,MARKETING_REVIEW,2487.0,540000,70150,16.9,US $20 Double Eagle MS63 PCGS 540k,540000,READY,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: USA $20 Liberty 1904 (mint lustre) vs $20 Double Eagle MS63 PCGS 540k. Est AUD5500 ($3410) BL=$2487.0. Noble 141 closes ~Apr2026. Same type as lot 2040 (1907)->CEO_CHECK. Gold spike->CEO judge.,https://www.numisbids.com/n.php?p=lot&sid=10505&lot=2039,2026-04-03T19:35:21.989601+00:00
heritage_hk_spring_world_2026_apr_25173,"China: Taiwan. Republic gold ""Chiang Kai-shek - 80th
Birthday"" 2000 Yuan Year 55 (1966) MS65 NGC,",UNKNOWN,gold,2000,MS65,NGC,CEO_CHECK,MARKETING_REVIEW,2491.6,541000,70285,16.9,Taiwan 2000 yuan YR60 NGC MS66 541k,541000,PRICE_NEEDED,TYPE_ONLY,[CAP 2026-04-04] TYPE_ONLY: Taiwan 2000 yuan 1966 Chiang Kai-shek 80th Birthday NGC MS65 vs Taiwan 2000 yuan YR60 MS66 541k. Heritage HK Spring 61610 Apr2026. BL=$2491.6. Taiwan commemorative gold JP demand uncertain->CEO_CHECK.,https://coins.ha.com/itm/china/taiwan/china-taiwan-republic-gold-chiang-kai-shek-80th-birthday-2000-yuan-year-55-1966-ms65-ngc-/a/61610-25173.s?ic4=ListView-ShortDescription-071515,2026-04-03T20:03:36.692799+00:00
